OBJECTID,FOLIOID,BLDGNO,LASTMODIFIED,WHOMODIFIED,BuildingKey,BuildingNo,ImpCode,ImpCodeDesc,model,ModelDesc,LocationNo,LocationStreet,ApprDate,Appraiser,stories,bedrooms,bathrooms,ExtWall1,ExtWall2,RoofStruct,RoofCover,IntWall1,IntWall2,Floor1,Floor2,HeatType,HeatFuel,ACType,PctCond,Quality,BaseArea,ActualArea,EffectiveArea,ActualYearBuilt,EffectiveYearBuilt,FunctionalObs,EconomicObs,SpecialCondCode,SOH,StructuralIndex,DepreciationFactor,BaseRate,AdjBaseRate,NbhdRate,ReplacementCost,DepreciatedValue,OverrideValue,notes,createdDate,createdUser,ApprNum,ApprName,BathIndex,NbhdFactor,BuilderModel,DRApprDate,DRAppraiser,DRPhotoDate,SHAPE_Length,SHAPE_Area
2058,10248078,1,1/17/2019 8:28,hoskissonb,136086,1,8,Mobile Home,2,mobile home,944,NUNA AVE,1/16/2019 11:25,88,1,2,2,1,0,1,1,4,0,14,0,4,4,3,0,3,0,1356,1139,1972,1979,0,0,  ,N,0.86,0.6,48.3800011,41.61,35.37,40286,24172,0,G82 85010000 R081883 NOBIL  97 UPDATE RETRAV SHED /UTY UNF FYRM EP SP OPC DB 98 SALE BB N/C *04 MH CONVER CLT XF/SUB* DESKTP RVW 9/30/2008 WISEM DESKTP RVW 7/2/2013 HEAPHYJ DSKTP RVW 5/18/2018 PUSHPIN,1/16/2019 15:40,fwheaphy,88,John Heaphy,0,0.85,0,5/18/2018,821 Pushpin,1/5/2018,171.9998434,1355.998498
2059,10248129,1,10/30/2015 15:38,hoskissonb,136137,1,91,Church,8,Church/Theater/Auditorium,881,NUNA AV,8/14/2008 11:49,102,1,0,0,17,0,4,3,5,0,14,0,4,4,3,0,3,0,13276,12853,1986,1986,0,0,  ,N,0.99,0.6,135.8800049,134.52,94.16,1210238,726143,0,CHURCH AUDITORIUM AND OFFICES  99 REVIEW KM N/C 04 SALE KN N/C *08 UPDATE AS N/C*2011'BPMT-DELETE CARDS#1 & #3-COMBINE CARDS#2 & #4--ADD NEW CARD#2 DESKTP RVW 4/4/2014 HABERMEHLS,1/1/2017 15:06,GillilandR,102,Albert Serio,0,0.7,0,4/4/2014,105 Susanne Habermehl,2/14/2014,604.0000349,11226.00649
2060,10249031,1,5/20/2015 9:30,habermehls,136845,1,80,Manufacturing - Light,6,Warehouse/Industrial,,,10/10/2008 0:00,102,1,0,7,22,0,10,12,1,0,3,0,1,1,1,0,3,0,99418,97665,2000,2000,0,0,  ,N,1.24,0.72,45.4300003,56.33,14.08,1375123,990089,0,"*VAB# 2008-1044* FERGUSON PLUMBING SUPPLIES PLANT**  2001 BPMT BB BP99120463 $2,942,976  BLK TOP BLK PVM OHDOR L SPKLR *04-01 UPDT KN N/C* *2004 REVIEW FJ CORR. SUBAREAS, STR. ELEMENTS & XFS. - XFL4=98 FT OF FNC AL8 MOVE FOP & PART OF AOF TO CARD #2. *08 VAB#2008-1044 AS N/C* DESKTP RVW 6/4/2010 MAYHERP DESKTP RVW 5/20/2015 HABERMEHLS",1/1/2019 20:03,GillilandR,102,Albert Serio,5,0.25,0,5/20/2015,105 Susanne Habermehl,1/8/2015,1434.255911,95216.38274
2061,10249031,2,11/2/2015 8:36,hoskissonb,136846,2,49,Offices - Low Rise,5,OFFICE/MEDICAL,9348/9350,LAREDO AVE,10/10/2008 0:00,102,1,0,0,16,0,4,12,5,0,11,14,4,4,3,0,3,0,4588,4480,2000,2002,0,0,  ,N,1.05,0.74,109.3499985,114.82,114.82,514394,380652,0,*2004 REVIEW FJ BLDG FROM CARD 1 (AOF & FOP)* *08 VAB#2008-1044 AS N/C* DESKTP RVW 6/4/2010 MAYHERP,1/1/2019 20:03,GillilandR,102,Albert Serio,0,1,0,5/20/2015,105 Susanne Habermehl,1/8/2015,336.0000484,4585.125883
2062,10249035,1,11/2/2015 8:36,hoskissonb,136847,1,91,Church,8,Church/Theater/Auditorium,4880,BALLARD ROAD,6/2/2009 14:48,102,1,0,0,17,20,1,4,5,0,10,0,4,4,4,0,2,0,3200,2738,1975,1975,0,0,  ,N,1.04,0.6,135.8800049,141.32,98.92,270843,162506,0,"*CHURCH OF GOD OF THE
MOUNTAIN ASSEMBLY INC.*   2001-97 UPDATE BB IMP 43/91  DEC OLD BLK PVM ADD NEW CBS LAND USE 1410/7100 REMOVE AP NO NOTES FOR REASON SEE PHOTO.......MGT  *09 UPDATE AS N/C* DESKTP RVW 7/2/2014 HABERMEHLS",1/1/2017 15:06,GillilandR,102,Albert Serio,0,0.7,0,7/2/2014,105 Susanne Habermehl,2/14/2014,242.0002717,3199.999859
2063,10249039,1,3/21/2018 15:20,habermehls,136854,1,91,Church,8,Church/Theater/Auditorium,4800,BALLARD RD,10/9/2003 0:00,97,1,0,0,17,0,4,3,5,0,14,0,4,4,3,0,3,0,4280,4140,1980,1982,0,0,  ,N,1.02,0.6,135.8800049,138.6,97.02,401663,240998,0,IGLESIA CHRISTIANA EL TABERNARULO  99 REVIEW KM BLK PVM *04-98 UPDT KN N/C DESKTP RVW 9/26/2008 SERIOA DESKTP RVW 6/27/2013 MAYHERP DESKTP RVW 3/21/2018 HABERMEHLS,9/13/2018 15:47,fwmayher,97,Ken Newman,0,0.7,0,3/21/2018,105 Susanne Habermehl,1/5/2018,303.9998362,4279.995564
2064,10249041,1,7/23/2013 9:06,hoskissonb,136856,1,8,Mobile Home,2,mobile home,,3850 E MICHIGAN AV,1/17/2013 12:13,96,1,3,2,26,0,3,2,4,0,14,0,4,4,3,0,3,0,2096,1504,1969,1974,0,0,  ,N,0.95,0.6,48.3800011,45.96,39.07,58761,35257,0,MT 49754 R186764 R186765 MANAT 94SALE REV DB SHED/UTY FIN EPR AC 98 SALE BB AP=COND *03 UPDATE FLAT/HIP XF/SUB* DESKTP RVW 10/1/2008 DONAHUEB**12 RVW AP KN REMOVED FOP BR 2/3 BA 1/2** DSKTP RVW 5/18/2018 PUSHPIN,5/23/2018 7:48,HoskissonB,96,Michael Pratt,0,0.85,0,5/18/2018,821 Pushpin,1/5/2018,204.0001257,2096.000699
2065,10249046,1,9/9/2016 11:28,habermehls,136859,1,49,Offices - Low Rise,5,OFFICE/MEDICAL,4840,BALLARD RD,7/20/2004 0:00,97,1,0,0,25,0,10,12,5,0,7,0,4,4,3,0,2,0,7859,6577,1984,1987,0,0,  ,N,1.09,0.6,109.3499985,119.19,119.19,783913,470348,0,FPL-ORTIZ SERVICE PLANT RCG91BM25248  99 REVIEW KM BARN PO/WA *2016'BPMT ADD CELL TOWER BLDGS DESKTP RVW 9/9/2016 HABERMEHLS,1/1/2018 13:04,GillilandR,97,Ken Newman,0,1,0,9/9/2016,105 Susanne Habermehl,1/13/2016,411.9997444,7858.993359
2066,10249046,2,9/9/2016 11:28,habermehls,136860,2,73,Utilities,6,Warehouse/Industrial,,,7/20/2004 0:00,97,1,0,1,17,0,13,4,1,0,3,0,1,1,1,0,3,0,504,504,1982,1982,0,0,  ,N,1.2,0.6,122.1200027,146.54,146.54,73856,44314,0,*FPL SUBSTATION*  CONTROL BLDG   99 REVIEW KM N/C 04-98 UPDT KN N/C *04 REVIEW KN IMP 67/65* *2005 TRIM REVIEW FJ 65-06/74-04* DESKTP RVW 9/26/2008 SERIOA DESKTP RVW 6/27/2013 MAYHERP,1/1/2017 15:06,GillilandR,97,Ken Newman,2,1,0,9/9/2016,105 Susanne Habermehl,1/13/2016,92.0000001,504.0000011
2067,10249046,3,9/9/2016 11:28,habermehls,136861,3,82,Warehouse - Metal/Frame,6,Warehouse/Industrial,,,7/20/2004 0:00,97,1,0,1,25,0,10,12,4,0,3,0,1,1,1,0,3,0,1500,1607,1991,1992,0,0,  ,N,1.64,0.6,33.8600006,55.53,13.88,22305,13383,0,BP199103680 RADIO SHOP  99 REVIEW KM N/C 04-98 UPDT KN OHDOR *04 REVIEW KN N/C* *2006 TRIM REVIEW FJ N/C* DESKTP RVW 9/26/2008 SERIOA DESKTP RVW 6/27/2013 MAYHERP,9/13/2018 15:47,fwmayher,97,Ken Newman,2,0.25,0,9/9/2016,105 Susanne Habermehl,1/13/2016,160.0000001,1500.000003
2068,10249494,1,3/21/2018 15:24,habermehls,137249,1,43,Convenience Store,4,commercial,1214,ORTIZ AVE,11/1/2018 12:12,88,1,0,0,17,20,9,4,5,0,7,0,4,4,3,0,2,0,2880,2544,1979,1984,0,0,  ,N,0.88,0.6,98.1200027,86.35,86.35,219674,131804,0,ORTIZ FOOD MARKET RCS96SL WTR LN  99 REVIEW KM CHLK 6 04-98 UPDT KN N/C**CAN/FOP 2005**AV DESKTP RVW 9/26/2008 SERIOA DESKTP RVW 6/27/2013 MAYHERP*2014'SALE DESKTP RVW 3/21/2018 HABERMEHLS,11/1/2018 14:33,fwheaphy,88,John Heaphy,0,1,0,3/21/2018,105 Susanne Habermehl,1/5/2018,216.0001483,2880.001129
2069,10249496,1,3/26/2018 8:36,habermehls,137250,1,43,Convenience Store,4,commercial,1350,ORTIZ AV,7/11/2001 0:00,17,1,0,0,17,18,9,4,5,0,6,0,4,4,4,0,3,0,2898,2717,1986,1986,0,0,  ,N,0.89,0.6,98.1200027,87.33,87.33,237276,142366,0,CORRECTING FTAGE PER DEED BP-12167 VALUE 80000 7-11 CONVENIENCE STORE  99 REVIEW KM N/C 2001 BPMT BB N/C DESKTP RVW 9/26/2008 SERIOA DESKTP RVW 6/27/2013 MAYHERP DESKTP RVW 3/26/2018 HABERMEHLS,3/26/2018 8:36,HabermehlS,17,Bruce Basiliere,0,1,0,3/26/2018,105 Susanne Habermehl,1/5/2018,217.9998432,2897.995431
2070,10249499,1,11/2/2015 9:28,hoskissonb,137251,1,7,Manufactured Housing,2,mobile home,1,POINSETTIA DR,5/19/2011 12:46,88,1,2,2,26,0,3,3,4,0,14,0,4,4,3,0,3,0,1890,1445,1992,1993,0,0,  ,N,0.97,0.75,58.2999992,56.55,48.07,69461,52096,0,RCA96JE CONVERT TO CO-OP***R691613 R691614 BARR***96 CONV DB TANG/RE***99-96UPDATE MB N/C***03 MH CONVER CLT XF/SUB*** 4/9/07 TW AYB+EYB+SUBAREAS 91/92 PER TITLE*** DESKTP RVW 9/26/2008 DONAHUEB DESKTP RVW 3/11/2016 HEAPHYJ,1/1/2019 20:03,GillilandR,88,John Heaphy,0,0.85,0,3/11/2016,88 John Heaphy,1/8/2015,177.9999728,1889.999689
2071,10249500,1,4/30/2018 10:15,habermehls,137252,1,116,Tangible MH/MFG,2,mobile home,2,POINSETTIA DR,1/28/2003 0:00,812,1,2,2,1,0,16,12,4,0,14,0,4,4,3,0,3,0,1872,1309,1986,1986,0,0,  ,N,0.93,1,0,0,0,0,0,0,DESKTP RVW 9/26/2008 DONAHUEB DESKTP RVW 8/1/2013 HABERMEHLS DESKTP RVW 4/30/2018 HABERMEHLS,4/30/2018 10:15,HabermehlS,812,Chris Majewski,0,1,0,4/30/2018,105 Susanne Habermehl,1/5/2018,176.0000221,1872.000862
2072,10249501,1,12/12/2016 9:58,habermehls,137253,1,7,Manufactured Housing,2,mobile home,3,POINSETTIA DR,4/15/2008 11:59,88,1,2,2,1,0,1,1,4,0,9,0,4,4,3,0,3,0,1700,1109,1983,1987,0,0,  ,N,0.9,0.6,58.2999992,52.47,44.6,49461,29677,0,4/9/07 TW SUBAREAS 9999/1983*** **07 RVW MAP ** DESKTP RVW 6/28/2007 PRATTM DESKTP RVW 4/4/2013 HABERMEHLS DESKTP RVW 12/12/2016 HABERMEHLS,1/1/2017 15:06,GillilandR,88,John Heaphy,0,0.85,0,12/12/2016,105 Susanne Habermehl,1/13/2016,209.9995945,1699.999591
2073,10249502,1,9/14/2010 6:08,newmank,137254,1,7,Manufactured Housing,2,mobile home,4,POINSETTIA DR,8/21/2006 0:00,109,1,2,2,26,0,3,3,5,0,14,0,4,4,3,0,3,0,1992,1483,2004,2004,0,0,  ,N,1,0.86,58.2999992,58.3,49.56,73497,63207,,05 BP JRH MH***06 UPDATE BD N/C***4/9/07 TW 49X23 TO 48X24 PER TITLE*** DESKTP RVW 9/14/2010 NEWMANK DESKTP RVW 12/30/2014 WISEM,1/1/2019 20:03,GillilandR,109,Bill Donahue,0,0.85,0,12/30/2014,132 Liz Wise,2/14/2014,187.9992322,1991.986692
2074,10249503,1,4/30/2018 10:17,habermehls,137255,1,8,Mobile Home,2,mobile home,5,POINSETTIA DR,1/28/2003 0:00,812,1,2,1,1,0,16,1,4,0,14,0,4,4,3,0,3,0,1447,984,1974,1979,0,0,  ,N,0.83,0.6,48.3800011,40.16,34.14,33594,20156,0,DESKTP RVW 9/26/2008 DONAHUEB DESKTP RVW 8/1/2013 HABERMEHLS DESKTP RVW 4/30/2018 HABERMEHLS,6/18/2018 13:08,HippT,812,Chris Majewski,0,0.85,0,4/30/2018,105 Susanne Habermehl,1/5/2018,180.0002011,1447.001092
2075,10249504,1,4/6/2016 16:15,hoskissonb,137256,1,8,Mobile Home,2,mobile home,6,POINSETTIA DR,4/6/2016 14:32,88,1,2,2,1,0,16,12,4,0,11,9,4,4,3,0,3,0,1848,1390,1973,1981,0,0,  ,N,0.98,0.6,48.3800011,47.41,40.3,56017,33610,0,RCA96JE CONVERT TO CO-OP***ON ROLL NO RP APP***96 CONV DB TANG/RE***99-96UPDATE MB ADD MHOPC***03 MH CONVER CLT XF/SUB ***4/9/07 TW AYB+EYB+SUBAREAS 74/73 PER TITLE*** **07 RVW MAP ** DESKTP RVW 8/9/2011 HEAPHYJ DESKTP RVW 3/11/2016 HEAPHYJ,2/14/2019 10:31,HabermehlS,88,John Heaphy,0,0.85,0,3/11/2016,88 John Heaphy,1/8/2015,177.9997735,1848.002053
2076,10249505,1,3/11/2016 9:33,heaphyj,137257,1,8,Mobile Home,2,mobile home,,,4/26/2007 0:00,96,1,2,1,1,0,1,1,4,0,14,0,4,4,3,0,3,0,1632,1171,1974,1976,0,0,  ,N,0.83,0.6,48.3800011,40.16,34.14,39978,23987,,**07 RVW MAP ** DESKTP RVW 8/9/2011 HEAPHYJ DESKTP RVW 3/11/2016 HEAPHYJ,1/1/2017 15:06,GillilandR,96,Michael Pratt,0,0.85,0,3/11/2016,88 John Heaphy,1/8/2015,163.9998455,1631.999306
2077,10249506,1,3/11/2016 9:39,heaphyj,137258,1,8,Mobile Home,2,mobile home,8,POINSETTIA DR,6/29/2007 0:00,96,1,2,1,1,0,16,12,4,0,14,0,4,4,3,0,3,0,1885,1528,1974,1981,0,0,  ,N,0.88,0.6,48.3800011,42.57,36.18,55283,33170,0,4/9/07 TW 58X24 TO 56X24 PER TITLE*** DESKTP RVW 6/28/2007 PRATTM DESKTP RVW 8/9/2011 HEAPHYJ DESKTP RVW 3/11/2016 HEAPHYJ,2/14/2019 10:32,HabermehlS,96,Michael Pratt,0,0.85,0,3/11/2016,88 John Heaphy,1/8/2015,197.999943,1884.99385
2078,10249507,1,4/10/2017 7:04,habermehls,137259,1,8,Mobile Home,2,mobile home,9,POINSETTIA DR,1/28/2003 0:00,812,1,2,1,1,0,1,1,4,0,14,0,4,4,3,0,3,0,1338,932,1973,1980,0,0,  ,N,0.81,0.6,48.3800011,39.19,33.31,31045,18627,0,RCA96JE CONVERT TO CO-OP***ON ROLL NO RP APP***96 CONV TANG/RE DB***99-96UPDATE MB N/C***03 MH CONVER CLT XF/SUB*** 4/9/07 TW AYB+EYB+SUBAREAS 74/73 PER TITLE*** DESKTP RVW 9/26/2008 DONAHUEB DESKTP RVW 4/4/2013 HABERMEHLS DESKTP RVW 4/10/2017 HABERMEHLS,12/21/2018 8:24,NewmanK,812,Chris Majewski,0,0.85,0,4/10/2017,105 Susanne Habermehl,1/31/2017,171.9999505,1338.000668
2079,10249509,1,8/9/2011 10:41,heaphyj,137260,1,8,Mobile Home,2,mobile home,,,4/26/2007 0:00,96,1,2,2,1,0,1,1,4,0,14,0,4,4,3,0,3,0,1972,1482,1973,1980,0,0,  ,N,0.84,0.6,48.3800011,40.64,34.54,51188,30713,,**02 SALE RA MH +UTY(2) +CP +SP   ***  03 MH CONVER CLT XF/SUB  *** **07 rvw map ** DESKTP RVW 8/9/2011 HEAPHYJ DESKTP RVW 3/11/2016 HEAPHYJ,1/1/2017 15:06,GillilandR,96,Michael Pratt,0,0.85,0,3/11/2016,88 John Heaphy,1/8/2015,184.0001317,1971.9966
2080,10249510,1,5/21/2014 16:56,hoskissonb,137261,1,8,Mobile Home,2,mobile home,,11 POINSETTIA DR,5/21/2014 11:00,88,1,3,2,26,0,3,1,4,0,14,0,4,4,3,0,3,0,2285,1747,1974,1976,0,0,  ,N,0.91,0.6,48.3800011,44.03,37.43,65390,39234,0,RCA96JE CONVERT TO CO-OP R691627 R691626 BARRL 96 CONV DB TANG/RE  **2000-96 UPDATE BB NC**   ***  03 MH CONVER CLT XF/SUB ****05-SALE-CO-INC BAS-DEC FST-REDRAW FOP-MOD MET/MIN* ** MODIFY BAS & FOP & FST PER FIELD INSPECTION  AFK 05/13/05. DESKTP RVW 10/2/2009 PRATTM DESKTP RVW 1/27/2014 HABERMEHLS,1/1/2017 15:06,GillilandR,88,John Heaphy,0,0.85,0,1/27/2014,105 Susanne Habermehl,1/12/2013,202.0000243,2285.000015
2081,10249511,1,4/10/2017 7:07,habermehls,137262,1,7,Manufactured Housing,2,mobile home,12,POINSETTIA DR,1/27/2003 0:00,812,1,2,2,26,0,16,12,4,0,14,0,4,4,3,0,3,0,1718,1301,1983,1985,0,0,  ,N,1.01,0.67,58.2999992,58.88,50.05,65115,43627,0,RCA96JE CONVERT TO CO-OP R691682 R691681 ELDO\ 96 CONV DB TANG/RE  **99-96UPDT MB NC**   ***  03 MH CONVER CLT XF/SUB  *** DESKTP RVW 9/26/2008 DONAHUEB DESKTP RVW 4/4/2013 HABERMEHLS DESKTP RVW 4/10/2017 HABERMEHLS,2/14/2019 10:33,HabermehlS,812,Chris Majewski,0,0.85,0,4/10/2017,105 Susanne Habermehl,1/31/2017,175.9997216,1717.999119
2082,10249513,1,4/30/2018 10:19,habermehls,137264,1,116,Tangible MH/MFG,2,mobile home,14,POINSETTIA DR,1/28/2003 0:00,812,1,2,2,26,0,16,1,4,0,14,0,4,4,3,0,3,0,1650,1295,1973,1980,0,0,  ,N,0.97,1,0,0,0,0,0,0,DESKTP RVW 9/30/2008 DONAHUEB DESKTP RVW 8/1/2013 HABERMEHLS DESKTP RVW 4/30/2018 HABERMEHLS,4/30/2018 10:20,HabermehlS,812,Chris Majewski,0,1,0,4/30/2018,105 Susanne Habermehl,1/5/2018,166.0001011,1649.999377
2083,10249514,1,4/30/2018 10:22,habermehls,137265,1,116,Tangible MH/MFG,2,mobile home,15,POINSETTIA DR,1/28/2003 0:00,812,1,2,2,1,0,16,1,4,0,14,0,4,4,3,0,3,0,1768,1261,1973,1980,0,0,  ,N,0.88,1,0,0,0,0,0,0,DESKTP RVW 9/30/2008 DONAHUEB DESKTP RVW 8/1/2013 HABERMEHLS DESKTP RVW 4/30/2018 HABERMEHLS,4/30/2018 10:22,HabermehlS,812,Chris Majewski,0,1,0,4/30/2018,105 Susanne Habermehl,1/5/2018,172.0000083,1767.998675
2084,10249515,1,4/10/2017 7:10,habermehls,137266,1,8,Mobile Home,2,mobile home,16,POINSETTIA DR,1/27/2003 0:00,812,1,2,2,26,0,16,1,4,0,14,0,4,4,3,0,3,0,1876,1371,1973,1979,0,0,  ,N,0.95,0.6,48.3800011,45.96,39.07,53565,32139,0,RCA96JE CONVERT TO CO-OP***R691672 R691673 HILL***99-96UPDATE MB N/C***03 MH CONVER CLT XF/SUB***3/28/07 TW CORRECT AYB+EYB+SUBAREAS 1980/1973 07/08 PER TITLE*** DESKTP RVW 9/30/2008 DONAHUEB DESKTP RVW 4/4/2013 HABERMEHLS DESKTP RVW 4/10/2017 HABERMEHLS,4/10/2017 7:10,HabermehlS,812,Chris Majewski,0,0.85,0,4/10/2017,105 Susanne Habermehl,1/31/2017,178.0001173,1876.001806
2085,10249516,1,11/17/2016 16:25,hoskissonb,137267,1,8,Mobile Home,2,mobile home,17,POINSETTA DR,11/17/2016 14:07,88,1,2,2,26,0,16,1,4,0,14,0,4,4,3,0,3,0,1965,1475,1974,1979,0,0,  ,N,0.95,0.6,48.3800011,45.96,39.07,57628,34577,0,DESKTP RVW 6/28/2007 PRATTM DESKTP RVW 10/16/2008 DONAHUEB DESKTP RVW 8/1/2013 HABERMEHLS,6/26/2017 16:37,ErpN,88,John Heaphy,0,0.85,,8/1/2013,105 Susanne Habermehl,1/12/2013,183.9999193,1965.128336
2086,10249517,1,3/11/2016 9:46,heaphyj,137268,1,7,Manufactured Housing,2,mobile home,18,POINSETTIA DR,9/25/2007 0:00,88,1,2,2,1,0,3,1,4,0,14,0,4,4,3,0,3,0,1719,1063,1983,1985,0,0,  ,N,0.87,0.6,58.2999992,50.72,43.11,45826,27496,0,DESKTP RVW 6/28/2007 PRATTM DESKTP RVW 8/9/2011 HEAPHYJ DESKTP RVW 3/11/2016 HEAPHYJ,1/1/2017 15:06,GillilandR,88,John Heaphy,0,0.85,0,3/11/2016,88 John Heaphy,1/8/2015,181.999629,1718.999239
2087,10249518,1,9/20/2018 8:40,hoskissonb,137269,1,8,Mobile Home,2,mobile home,19,POINSETTIA DR,6/29/2017 10:16,88,1,2,2,1,0,16,1,4,0,9,0,4,4,3,0,3,0,1680,1312,1973,1977,0,0,  ,N,0.93,0.6,48.3800011,44.99,38.24,50171,30103,0,CA96JE CONVERT TO CO-OP ON ROLL NO RP APP 96 CONV DB TANG/RE  **99-96UPDT MB NC***   ***  03 MH CONVER CLT XF/SUB  *** *05-UPDATE-CO-FEP/FCP-ALUM/MIN-MOD/MIN***04 E+I TW 07/08 AYB+EYB74/73*** DESKTP RVW 7/17/2009 DONAHUEB,6/29/2017 15:08,fwheaphy,88,John Heaphy,0,0.85,0,7/17/2009,109 Bill Donahue,1/17/2009,166.0000312,1680.003351
2088,10249519,1,9/20/2018 8:40,hoskissonb,137270,1,8,Mobile Home,2,mobile home,,,9/19/2018 13:25,88,1,2,2,1,0,16,1,4,0,14,0,4,4,3,0,3,0,1526,1087,1975,1978,0,0,  ,N,0.88,0.6,48.3800011,42.57,36.18,39328,23597,,06 BPMT EL MH***4/9/07 TW AYB+EYB+SUBAREAS 74/75 PER TITLE AL/MIN*** DESKTP RVW 9/14/2010 NEWMANK DESKTP RVW 12/30/2014 WISEM,1/1/2019 20:08,GillilandR,88,John Heaphy,0,0.85,0,12/30/2014,132 Liz Wise,2/14/2014,165.9999482,1525.996502
2089,10249520,1,4/30/2018 10:24,habermehls,137271,1,116,Tangible MH/MFG,2,mobile home,21,POINSETTIA DR,1/28/2003 0:00,812,1,2,2,26,0,16,1,4,0,14,0,4,4,3,0,3,0,1972,1454,1974,1979,0,0,  ,N,0.95,1,0,0,0,0,0,0,DESKTP RVW 9/30/2008 DONAHUEB DESKTP RVW 8/1/2013 HABERMEHLS DESKTP RVW 4/30/2018 HABERMEHLS,4/30/2018 10:24,HabermehlS,812,Chris Majewski,0,1,0,4/30/2018,105 Susanne Habermehl,1/5/2018,184.0000039,1971.998924
2090,10249521,1,4/10/2017 7:12,habermehls,137272,1,8,Mobile Home,2,mobile home,22,POINSETTIA DR,1/27/2003 0:00,812,1,2,2,1,0,16,12,4,0,14,0,4,4,3,0,3,0,1612,1193,1974,1979,0,0,  ,N,0.95,0.6,48.3800011,45.96,39.07,46611,27967,0,RCA96JE CONVERT TO CO-OP***ON ROLL NO RP APP***96 CONV DB TANG/REAL***99-96UPDATE MB N/C***03 MH CONVER CLT XF/SUB*** 4/9/07 TW CORRECT SIZE PER TITLE*** DESKTP RVW 9/29/2008 DONAHUEB DESKTP RVW 4/4/2013 HABERMEHLS DESKTP RVW 4/10/2017 HABERMEHLS,4/10/2017 7:12,HabermehlS,812,Chris Majewski,0,0.85,0,4/10/2017,105 Susanne Habermehl,1/31/2017,163.9998848,1611.999521
2091,10249522,1,3/11/2016 9:49,heaphyj,137273,1,8,Mobile Home,2,mobile home,23,POINSETTIA DR,4/26/2007 0:00,96,1,2,2,1,0,16,13,4,0,14,0,4,4,3,0,3,0,1656,1133,1975,1983,0,0,  ,N,0.97,0.6,48.3800011,46.93,39.89,45195,27117,,DREW BAS 5-21-99 CJK***R0692023***99 REVIEW BB ADD MH SPR OPR CP OPC & UTY***03 MH CONVER CLT XF/SUB***3/28/07 TW 07/08 AYB+EYB+SUBAREAS78/75 PER TITLE*** **07 BPMT MAP RPLC FSP+FP+FCP REDRAW** DESKTP RVW 8/9/2011 HEAPHYJ DESKTP RVW 3/11/2016 HEAPHYJ,4/18/2017 16:04,heaphyj,96,Michael Pratt,0,0.85,0,3/11/2016,88 John Heaphy,1/8/2015,164.0001188,1655.999052
2092,10249523,1,4/30/2018 10:26,habermehls,137274,1,116,Tangible MH/MFG,2,mobile home,24,POINSETTIA DR,9/21/2005 0:00,113,1,2,2,1,0,16,1,4,0,14,0,4,4,3,0,3,0,1459,1111,1969,1980,0,0,  ,N,0.88,1,0,0,0,0,0,,"*05-UPDATE-CO-ADD MH TO 05 ROLL, TANG/RP, FSP/FEP* DESKTP RVW 10/29/2009 NEWMANK DESKTP RVW 1/27/2014 HABERMEHLS DESKTP RVW 4/30/2018 HABERMEHLS",4/30/2018 10:26,HabermehlS,113,Colleen OShea,0,1,0,4/30/2018,105 Susanne Habermehl,1/5/2018,162.0002424,1459.002039
2093,10249524,1,12/21/2018 9:27,hoskissonb,137275,1,8,Mobile Home,2,mobile home,25,POINSETTIA DR,3/28/2018 13:14,88,1,2,2,26,0,16,1,4,0,14,0,4,4,3,0,3,0,1952,1349,1973,1980,0,0,  ,N,0.95,0.6,48.3800011,45.96,39.07,52705,31623,0,**02 BPMT RA MH +EP+CP+UTY   ***  03 MH CONVER CLT XF/SUB  *** DESKTP RVW 10/2/2009 PRATTM DESKTP RVW 1/27/2014 HABERMEHLS,12/21/2018 8:29,NewmanK,88,John Heaphy,0,0.85,0,1/27/2014,105 Susanne Habermehl,1/12/2013,183.9999272,1952.001154
2094,10249525,1,4/30/2018 10:29,habermehls,137276,1,8,Mobile Home,2,mobile home,26,POINSETTIA DR,9/29/2004 0:00,113,1,2,2,26,0,16,1,4,0,14,0,4,4,3,0,3,0,1950,1259,1975,1980,0,0,  ,N,0.97,0.6,48.3800011,46.93,39.89,50222,30133,0,RCA96JE CONVERT TO CO-OP 96 CONV TANG/RE DB ON ROLL NO RP APP  **99-96 UPDATE MB NC**    ***  03 MH CONVER CLT XF/SUB  *** *04-SALE-CO-PTO* DESKTP RVW 7/17/2009 DONAHUEB DESKTP RVW 1/27/2014 HABERMEHLS DESKTP RVW 4/30/2018 HABERMEHLS,4/30/2018 10:29,HabermehlS,113,Colleen OShea,0,0.85,0,4/30/2018,105 Susanne Habermehl,1/5/2018,209.9999321,1949.999722
2095,10249526,1,6/28/2018 8:52,hoskissonb,137277,1,8,Mobile Home,2,mobile home,27,POINSETTIA DR,6/20/2018 12:11,88,1,2,2,1,0,1,1,4,0,14,0,4,4,3,0,3,0,1512,1046,1974,1980,0,0,  ,N,0.84,0.6,48.3800011,40.64,34.54,36129,21677,0,RCA96JE CONVERT TO CO-OP ON ROLL NO RP APP 96 CONV DB TANG/RE  *99-96UPDT KM DEL OPD* 2000 GAB/FLAT MOD M/ MIN COR JLS ***   03 MH CONVER CLT XF/SUB  *** DESKTP RVW 9/29/2008 DONAHUEB DESKTP RVW 4/4/2013 HABERMEHLS DESKTP RVW 4/10/2017 HABERMEHLS,6/20/2018 15:13,fwheaphy,88,John Heaphy,0,0.85,0,4/10/2017,105 Susanne Habermehl,1/31/2017,173.9997257,1512.000822
